player,matches,wins,win_rate,total_move_time,total_moves,average_move_time,illegal_moves_loss,time_out_loss,regular_loss
Group1,10,3,0.3,0.0,43,0.0,7,0,0
Group2,10,0,0.0,0.0,10,0.0,10,0,0
Group43,10,10,1.0,75.65899999999999,57,1.3273508771929823,0,0,0
Group997,10,5,0.5,0.0,60,0.0,5,0,0
Group998,10,5,0.5,0.0,56,0.0,4,0,1
Group999,10,7,0.7,0.0,50,0.0,3,0,0
